dataset,dataset_label,vanilla_breach_rate,plus_breach_rate,delta_breach_pp,vanilla_impact_mean,plus_impact_mean
celeba_pairs,CelebA,0.23055609756097561,0.2827707317073171,5.221463414634147,0.14264435516458188,0.16308631269271234
lfw_pairs,LFW,0.2458959285869802,0.2958850424559112,4.9989113868930986,0.13440294526203098,0.15556771104634026
vggface2_pairs,VGGFace2,0.2817024827873983,0.3162945962862508,3.4592113498852495,0.10228178924523391,0.11915767434324767
